timestamp,consumption_kwh,solar_generation_kwh
2026-06-24 18:00:00,6.69,2.73
2026-06-24 19:00:00,7.83,0
2026-06-24 20:00:00,7.25,0.0
2026-06-24 21:00:00,6.81,0.0
2026-06-24 22:00:00,4.38,0.0
2026-06-24 23:00:00,3.1,0.0
2026-06-25 00:00:00,1.59,0.0
2026-06-25 01:00:00,1.6,0.0
2026-06-25 02:00:00,2.24,0.0
2026-06-25 03:00:00,2.31,0.0
2026-06-25 04:00:00,2.06,0.0
2026-06-25 05:00:00,2.09,0.0
2026-06-25 06:00:00,5.16,0.06
2026-06-25 07:00:00,5.21,2.89
2026-06-25 08:00:00,6.0,6.51
2026-06-25 09:00:00,5.94,9.42
2026-06-25 10:00:00,6.2,11.7
2026-06-25 11:00:00,6.16,12.61
2026-06-25 12:00:00,6.31,13.26
2026-06-25 13:00:00,5.22,13.27
2026-06-25 14:00:00,5.74,13.1
2026-06-25 15:00:00,6.15,11.49
2026-06-25 16:00:00,6.69,9.36
2026-06-25 17:00:00,8.14,6.82
2026-06-25 18:00:00,7.79,3.38
2026-06-25 19:00:00,8.36,0
2026-06-25 20:00:00,8.16,0.0
2026-06-25 21:00:00,7.03,0.0
2026-06-25 22:00:00,3.27,0.0
2026-06-25 23:00:00,4.05,0.0
2026-06-26 00:00:00,1.84,0.0
2026-06-26 01:00:00,1.51,0.0
2026-06-26 02:00:00,2.37,0.0
2026-06-26 03:00:00,2.07,0.0
2026-06-26 04:00:00,1.9,0.0
2026-06-26 05:00:00,1.64,0.0
2026-06-26 06:00:00,4.56,0.13
2026-06-26 07:00:00,4.93,2.88
2026-06-26 08:00:00,5.18,5.03
2026-06-26 09:00:00,5.94,7.16
2026-06-26 10:00:00,6.14,9.32
2026-06-26 11:00:00,5.11,9.86
2026-06-26 12:00:00,6.24,10.57
2026-06-26 13:00:00,5.54,11.09
2026-06-26 14:00:00,5.97,10.44
2026-06-26 15:00:00,5.55,8.99
2026-06-26 16:00:00,5.23,7.54
2026-06-26 17:00:00,7.07,5.04
2026-06-26 18:00:00,7.47,2.81
2026-06-26 19:00:00,6.59,0.17
2026-06-26 20:00:00,7.29,0.0
2026-06-26 21:00:00,7.7,0.0
2026-06-26 22:00:00,3.01,0.0
2026-06-26 23:00:00,3.45,0.0
